hit,kapital,fix,angewandt,verausgabt,nachfrag,variabl,neu,jahrlich,verlieh,konstant,preis,erhalt,umschlag,produktiv,imm,erst,kostet,klass,zweit,war
4275,20458952345108032551788891742377090247540085715329753260140877543085662791511145035736587436733450257477160971372704380970284879405792825966592,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4276,10229476172554016275894445871188545123770042857664876630070438771542831395755572517868293718366725128738580485686352190485142439702896412983296,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0
4277,5114738086277008137947222935594272561885021428832438315035219385771415697877786258934146859183362564369290242843176095242571219851448206491648,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0
4278,2557369043138504068973611467797136280942510714416219157517609692885707848938893129467073429591681282184645121421588047621285609925724103245824,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
4279,1278684521569252034486805733898568140471255357208109578758804846442853924469446564733536714795840641092322560710794023810642804962862051622912,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0
4280,639342260784626017243402866949284070235627678604054789379402423221426962234723282366768357397920320546161280355397011905321402481431025811456,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0
4281,639342260784626017243402866949284070235627678604054789379402423221426962234723282366768357397920320546161280355397011905321402481431025811456,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0
4282,959013391176939025865104300423926105353441517906082184069103634832140443352084923550152536096880480819241920533095517857982103722146538717184,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4283,959013391176939025865104300423926105353441517906082184069103634832140443352084923550152536096880480819241920533095517857982103722146538717184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4284,479506695588469512932552150211963052676720758953041092034551817416070221676042461775076268048440240409620960266547758928991051861073269358592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
4285,239753347794234756466276075105981526338360379476520546017275908708035110838021230887538134024220120204810480133273879464495525930536634679296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4286,119876673897117378233138037552990763169180189738260273008637954354017555419010615443769067012110060102405240066636939732247762965268317339648,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
4287,59938336948558689116569018776495381584590094869130136504318977177008777709505307721884533506055030051202620033318469866123881482634158669824,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0
4288,29969168474279344558284509388247690792295047434565068252159488588504388854752653860942266753027515025601310016659234933061940741317079334912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
4289,14984584237139672279142254694123845396147523717282534126079744294252194427376326930471133376513757512800655008329617466530970370658539667456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0
4290,7492292118569836139571127347061922698073761858641267063039872147126097213688163465235566688256878756400327504164808733265485185329269833728,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
4291,3746146059284918069785563673530961349036880929320633531519936073563048606844081732617783344128439378200163752082404366632742592664634916864,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4292,1873073029642459034892781836765480674518440464660316765759968036781524303422040866308891672064219689100081876041202183316371296332317458432,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4293,936536514821229517446390918382740337259220232330158382879984018390762151711020433154445836032109844550040938020601091658185648166158729216,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4294,468268257410614758723195459191370168629610116165079191439992009195381075855510216577222918016054922275020469010300545829092824083079364608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3
4295,234134128705307379361597729595685084314805058082539595719996004597690537927755108288611459008027461137510234505150272914546412041539682304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4
4296,234134128705307379361597729595685084314805058082539595719996004597690537927755108288611459008027461137510234505150272914546412041539682304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4297,234134128705307379361597729595685084314805058082539595719996004597690537927755108288611459008027461137510234505150272914546412041539682304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4298,117067064352653689680798864797842542157402529041269797859998002298845268963877554144305729504013730568755117252575136457273206020769841152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
4299,58533532176326844840399432398921271078701264520634898929999001149422634481938777072152864752006865284377558626287568228636603010384920576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4300,58533532176326844840399432398921271078701264520634898929999001149422634481938777072152864752006865284377558626287568228636603010384920576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4301,58533532176326844840399432398921271078701264520634898929999001149422634481938777072152864752006865284377558626287568228636603010384920576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4302,29266766088163422420199716199460635539350632260317449464999500574711317240969388536076432376003432642188779313143784114318301505192460288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0
4303,14633383044081711210099858099730317769675316130158724732499750287355658620484694268038216188001716321094389656571892057159150752596230144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4304,7316691522040855605049929049865158884837658065079362366249875143677829310242347134019108094000858160547194828285946028579575376298115072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
4305,3658345761020427802524964524932579442418829032539681183124937571838914655121173567009554047000429080273597414142973014289787688149057536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
4306,1829172880510213901262482262466289721209414516269840591562468785919457327560586783504777023500214540136798707071486507144893844074528768,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
4307,914586440255106950631241131233144860604707258134920295781234392959728663780293391752388511750107270068399353535743253572446922037264384,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4308,457293220127553475315620565616572430302353629067460147890617196479864331890146695876194255875053635034199676767871626786223461018632192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
4309,228646610063776737657810282808286215151176814533730073945308598239932165945073347938097127937526817517099838383935813393111730509316096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4310,114323305031888368828905141404143107575588407266865036972654299119966082972536673969048563968763408758549919191967906696555865254658048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4311,57161652515944184414452570702071553787794203633432518486327149559983041486268336984524281984381704379274959595983953348277932627329024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4312,57161652515944184414452570702071553787794203633432518486327149559983041486268336984524281984381704379274959595983953348277932627329024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
4313,57161652515944184414452570702071553787794203633432518486327149559983041486268336984524281984381704379274959595983953348277932627329024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4314,28580826257972092207226285351035776893897101816716259243163574779991520743134168492262140992190852189637479797991976674138966313664512,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
4315,14290413128986046103613142675517888446948550908358129621581787389995760371567084246131070496095426094818739898995988337069483156832256,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4316,7145206564493023051806571337758944223474275454179064810790893694997880185783542123065535248047713047409369949497994168534741578416128,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
4317,3572603282246511525903285668879472111737137727089532405395446847498940092891771061532767624023856523704684974748997084267370789208064,0,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,1,0
4318,1786301641123255762951642834439736055868568863544766202697723423749470046445885530766383812011928261852342487374498542133685394604032,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0
4319,1786301641123255762951642834439736055868568863544766202697723423749470046445885530766383812011928261852342487374498542133685394604032,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4320,1786301641123255762951642834439736055868568863544766202697723423749470046445885530766383812011928261852342487374498542133685394604032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4321,893150820561627881475821417219868027934284431772383101348861711874735023222942765383191906005964130926171243687249271066842697302016,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4322,446575410280813940737910708609934013967142215886191550674430855937367511611471382691595953002982065463085621843624635533421348651008,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
4323,223287705140406970368955354304967006983571107943095775337215427968683755805735691345797976501491032731542810921812317766710674325504,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4324,223287705140406970368955354304967006983571107943095775337215427968683755805735691345797976501491032731542810921812317766710674325504,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0
4325,223287705140406970368955354304967006983571107943095775337215427968683755805735691345797976501491032731542810921812317766710674325504,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,1,0
4326,223287705140406970368955354304967006983571107943095775337215427968683755805735691345797976501491032731542810921812317766710674325504,0,0,0,3,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0
4327,223287705140406970368955354304967006983571107943095775337215427968683755805735691345797976501491032731542810921812317766710674325504,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
4328,111643852570203485184477677152483503491785553971547887668607713984341877902867845672898988250745516365771405460906158883355337162752,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
4329,55821926285101742592238838576241751745892776985773943834303856992170938951433922836449494125372758182885702730453079441677668581376,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,3,6
4330,27910963142550871296119419288120875872946388492886971917151928496085469475716961418224747062686379091442851365226539720838834290688,0,0,0,2,0,0,0,0,0,16,0,0,0,0,0,0,0,1,3
4331,13955481571275435648059709644060437936473194246443485958575964248042734737858480709112373531343189545721425682613269860419417145344,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,3,1
4332,6977740785637717824029854822030218968236597123221742979287982124021367368929240354556186765671594772860712841306634930209708572672,0,0,0,2,0,3,0,0,0,4,0,0,0,0,0,0,0,1,0
4333,3488870392818858912014927411015109484118298561610871489643991062010683684464620177278093382835797386430356420653317465104854286336,0,0,0,1,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0
4334,1744435196409429456007463705507554742059149280805435744821995531005341842232310088639046691417898693215178210326658732552427143168,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4335,1744435196409429456007463705507554742059149280805435744821995531005341842232310088639046691417898693215178210326658732552427143168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
4336,1744435196409429456007463705507554742059149280805435744821995531005341842232310088639046691417898693215178210326658732552427143168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
4337,872217598204714728003731852753777371029574640402717872410997765502670921116155044319523345708949346607589105163329366276213571584,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0
4338,872217598204714728003731852753777371029574640402717872410997765502670921116155044319523345708949346607589105163329366276213571584,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4339,872217598204714728003731852753777371029574640402717872410997765502670921116155044319523345708949346607589105163329366276213571584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4340,436108799102357364001865926376888685514787320201358936205498882751335460558077522159761672854474673303794552581664683138106785792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
4341,218054399551178682000932963188444342757393660100679468102749441375667730279038761079880836427237336651897276290832341569053392896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
4342,109027199775589341000466481594222171378696830050339734051374720687833865139519380539940418213618668325948638145416170784526696448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4343,54513599887794670500233240797111085689348415025169867025687360343916932569759690269970209106809334162974319072708085392263348224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4344,27256799943897335250116620398555542844674207512584933512843680171958466284879845134985104553404667081487159536354042696131674112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4345,13628399971948667625058310199277771422337103756292466756421840085979233142439922567492552276702333540743579768177021348065837056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
4346,13628399971948667625058310199277771422337103756292466756421840085979233142439922567492552276702333540743579768177021348065837056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4347,13628399971948667625058310199277771422337103756292466756421840085979233142439922567492552276702333540743579768177021348065837056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4348,6814199985974333812529155099638885711168551878146233378210920042989616571219961283746276138351166770371789884088510674032918528,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4349,3407099992987166906264577549819442855584275939073116689105460021494808285609980641873138069175583385185894942044255337016459264,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0
4350,3407099992987166906264577549819442855584275939073116689105460021494808285609980641873138069175583385185894942044255337016459264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
4351,3407099992987166906264577549819442855584275939073116689105460021494808285609980641873138069175583385185894942044255337016459264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
4352,1703549996493583453132288774909721427792137969536558344552730010747404142804990320936569034587791692592947471022127668508229632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0
4353,851774998246791726566144387454860713896068984768279172276365005373702071402495160468284517293895846296473735511063834254114816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4354,425887499123395863283072193727430356948034492384139586138182502686851035701247580234142258646947923148236867755531917127057408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4355,212943749561697931641536096863715178474017246192069793069091251343425517850623790117071129323473961574118433877765958563528704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4356,106471874780848965820768048431857589237008623096034896534545625671712758925311895058535564661736980787059216938882979281764352,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
4357,53235937390424482910384024215928794618504311548017448267272812835856379462655947529267782330868490393529608469441489640882176,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0
4358,26617968695212241455192012107964397309252155774008724133636406417928189731327973764633891165434245196764804234720744820441088,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,1,0,0
4359,13308984347606120727596006053982198654626077887004362066818203208964094865663986882316945582717122598382402117360372410220544,0,1,0,0,0,0,4,0,0,0,1,0,0,0,3,0,0,3,0
4360,13308984347606120727596006053982198654626077887004362066818203208964094865663986882316945582717122598382402117360372410220544,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0
4361,13308984347606120727596006053982198654626077887004362066818203208964094865663986882316945582717122598382402117360372410220544,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4362,6654492173803060363798003026991099327313038943502181033409101604482047432831993441158472791358561299191201058680186205110272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4363,3327246086901530181899001513495549663656519471751090516704550802241023716415996720579236395679280649595600529340093102555136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4364,1663623043450765090949500756747774831828259735875545258352275401120511858207998360289618197839640324797800264670046551277568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
4365,2495434565176147636424251135121662247742389603813317887528413101680767787311997540434427296759460487196700397005069826916352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0
4366,3743151847764221307852465279317916628521047106386412620312460345751159761762310589888576875476163014313863196459560800878592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,0
4367,5614727771646331668210875072247721456596496060912490508508371905086755804232094443306737173888189088508419996593253322326016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,5,0
4368,2807363885823165834105437536123860728298248030456245254254185952543377902116047221653368586944094544254209998296626661163008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2,0
4369,1403681942911582917052718768061930364149124015228122627127092976271688951058023610826684293472047272127104999148313330581504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,0
4370,701840971455791458526359384030965182074562007614061313563546488135844475529011805413342146736023636063552499574156665290752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0
4371,701840971455791458526359384030965182074562007614061313563546488135844475529011805413342146736023636063552499574156665290752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0
4372,701840971455791458526359384030965182074562007614061313563546488135844475529011805413342146736023636063552499574156665290752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0
4373,350920485727895729263179692015482591037281003807030656781773244067922237764505902706671073368011818031776249787078332645376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
4374,175460242863947864631589846007741295518640501903515328390886622033961118882252951353335536684005909015888124893539166322688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
4375,87730121431973932315794923003870647759320250951757664195443311016980559441126475676667768342002954507944062446769583161344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
4376,43865060715986966157897461501935323879660125475878832097721655508490279720563237838333884171001477253972031223384791580672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0
4377,43865060715986966157897461501935323879660125475878832097721655508490279720563237838333884171001477253972031223384791580672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4378,65797591073980444649848960272759962597848397609644366553452504926173172105667177983655074079532599740920940614825814261760,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
4379,98696386610970666974773440409139943896772596414466549830178757389259758158500766975482611119298899611381410922238721392640,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
4380,98696386610970666974773440409139943896772596414466549830178757389259758158500766975482611119298899611381410922238721392640,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
4381,49348193305485333487386720204569971948386298207233274915089378694629879079250383487741305559649449805690705461119360696320,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0
4382,49348193305485333487386720204569971948386298207233274915089378694629879079250383487741305559649449805690705461119360696320,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0
4383,49348193305485333487386720204569971948386298207233274915089378694629879079250383487741305559649449805690705461119360696320,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0
4384,24674096652742666743693360102284985974193149103616637457544689347314939539625191743870652779824724902845352730559680348160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
4385,24674096652742666743693360102284985974193149103616637457544689347314939539625191743870652779824724902845352730559680348160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
4386,24674096652742666743693360102284985974193149103616637457544689347314939539625191743870652779824724902845352730559680348160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4387,12337048326371333371846680051142492987096574551808318728772344673657469769812595871935326389912362451422676365279840174080,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
4388,6168524163185666685923340025571246493548287275904159364386172336828734884906297935967663194956181225711338182639920087040,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
4389,3084262081592833342961670012785623246774143637952079682193086168414367442453148967983831597478090612855669091319960043520,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4390,3084262081592833342961670012785623246774143637952079682193086168414367442453148967983831597478090612855669091319960043520,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
4391,3084262081592833342961670012785623246774143637952079682193086168414367442453148967983831597478090612855669091319960043520,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
4392,3084262081592833342961670012785623246774143637952079682193086168414367442453148967983831597478090612855669091319960043520,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0
4393,1542131040796416671480835006392811623387071818976039841096543084207183721226574483991915798739045306427834545659980021760,2,0,0,0,0,3,0,0,0,3,1,0,0,0,0,0,0,1,0
4394,771065520398208335740417503196405811693535909488019920548271542103591860613287241995957899369522653213917272829990010880,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0
4395,385532760199104167870208751598202905846767954744009960274135771051795930306643620997978949684761326606958636414995005440,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
4396,578299140298656251805313127397304358770151932116014940411203656577693895459965431496968424527141989910437954622492508160,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,3,0,0,0
4397,867448710447984377707969691095956538155227898174022410616805484866540843189948147245452636790712984865656931933738762240,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0
4398,1301173065671976709905618036023404282909147803641467415710520050317381498384224682550858710716369981674644967283463553024,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0
4399,650586532835988354952809018011702141454573901820733707855260025158690749192112341275429355358184990837322483641731776512,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,2,0,0,0
4400,650586532835988354952809018011702141454573901820733707855260025158690749192112341275429355358184990837322483641731776512,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,1,0,0,0
4401,650586532835988354952809018011702141454573901820733707855260025158690749192112341275429355358184990837322483641731776512,0,0,0,0,0,0,6,0,0,0,14,0,0,0,0,0,0,0,0
4402,325293266417994177476404509005851070727286950910366853927630012579345374596056170637714677679092495418661241820865888256,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0
4403,325293266417994177476404509005851070727286950910366853927630012579345374596056170637714677679092495418661241820865888256,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0
4404,325293266417994177476404509005851070727286950910366853927630012579345374596056170637714677679092495418661241820865888256,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
4405,162646633208997088738202254502925535363643475455183426963815006289672687298028085318857338839546247709330620910432944128,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4406,162646633208997088738202254502925535363643475455183426963815006289672687298028085318857338839546247709330620910432944128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4407,162646633208997088738202254502925535363643475455183426963815006289672687298028085318857338839546247709330620910432944128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
4408,81323316604498544369101127251462767681821737727591713481907503144836343649014042659428669419773123854665310455216472064,0,0,0,0,9,3,0,0,3,0,0,0,0,0,0,0,1,0,0
4409,81323316604498544369101127251462767681821737727591713481907503144836343649014042659428669419773123854665310455216472064,0,3,0,0,4,1,0,0,1,3,0,0,0,0,0,0,0,3,0
4410,81323316604498544369101127251462767681821737727591713481907503144836343649014042659428669419773123854665310455216472064,0,4,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,4,0
4411,40661658302249272184550563625731383840910868863795856740953751572418171824507021329714334709886561927332655227608236032,0,2,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0,2,0
4412,20330829151124636092275281812865691920455434431897928370476875786209085912253510664857167354943280963666327613804118016,0,8,0,0,0,0,0,0,3,1,0,0,3,0,1,0,0,1,0
4413,10165414575562318046137640906432845960227717215948964185238437893104542956126755332428583677471640481833163806902059008,0,4,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0
4414,5082707287781159023068820453216422980113858607974482092619218946552271478063377666214291838735820240916581903451029504,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
4415,2541353643890579511534410226608211490056929303987241046309609473276135739031688833107145919367910120458290951725514752,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4416,1270676821945289755767205113304105745028464651993620523154804736638067869515844416553572959683955060229145475862757376,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4417,1270676821945289755767205113304105745028464651993620523154804736638067869515844416553572959683955060229145475862757376,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4418,1270676821945289755767205113304105745028464651993620523154804736638067869515844416553572959683955060229145475862757376,0,7,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
4419,1906015232917934633650807669956158617542696977990430784732207104957101804273766624830359439525932590343718213794136064,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
4420,2859022849376901810492165118821474766473902931457878794495467080270056775161331127008547210528839799210733991215759360,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0
4421,4288534274065352715738247678232212149710854397186818191743200620405085162741996690512820815793259698816100986823639040,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4422,8577068548130705431476495356464424299421708794373636383486401240810170325483993381025641631586519397632201973647278080,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4423,17154137096261410862952990712928848598843417588747272766972802481620340650967986762051283263173038795264403947294556160,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4424,34308274192522821725905981425857697197686835177494545533945604963240681301935973524102566526346077590528807894589112320,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4425,51462411288784230349114229960982335239087972197797540179272910210211487052914859322361978609358171004915718570276552704,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4426,102924822577568460698228459921964670478175944395595080358545820420422974105829718644723957218716342009831437140553105408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4427,154387233866352691047342689882947005717263916593392620537818730630634461158744577967085935828074513014747155710829658112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4428,231580850799529045529993003535637350805664997163866043293310084884549831338073270805796388462755551045630706652672950272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4429,463161701599058091059986007071274701611329994327732086586620169769099662676146541611592776925511102091261413305345900544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4430,926323403198116182119972014142549403222659988655464173173240339538199325352293083223185553851022204182522826610691801088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4431,1852646806396232364239944028285098806445319977310928346346480679076398650704586166446371107702044408365045653221383602176,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
4432,3705293612792464728479888056570197612890639954621856692692961358152797301409172332892742215404088816730091306442767204352,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4433,3705293612792464728479888056570197612890639954621856692692961358152797301409172332892742215404088816730091306442767204352,0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,0,0,0,0
4434,3705293612792464728479888056570197612890639954621856692692961358152797301409172332892742215404088816730091306442767204352,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,0,0,0,0
4435,1852646806396232364239944028285098806445319977310928346346480679076398650704586166446371107702044408365045653221383602176,0,3,0,0,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0
4436,1852646806396232364239944028285098806445319977310928346346480679076398650704586166446371107702044408365045653221383602176,0,1,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,3,0
4437,2778970209594348689703579541807117685344285922346826319305032841632168209656181711352236417083367116923728049214930812928,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0
4438,4168455314391523321242696311469615479369040796281107078528172908483392781682877490393714136685651684137911212588107038720,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
